timestamp,feed_volume_m3_day,total_solids_percent,volatile_solids_percent,cod_mg_l,temperature_celsius,ph,alkalinity_mg_l,retention_time_days,mixing_intensity_rpm,methane_production_m3_day,hour_of_day,day_of_week,is_weekend,methane_lag_1,methane_lag_3,methane_rolling_mean_5,estimated_cn_ratio,loading_rate_kg_vs_m3_day
2025-08-29 07:42:00,38.74,11.12,8.09,31372.0,39.1,6.95,2622.0,16.6,21.9,31.91,7,4,0,24.79,45.23,30.432,24.98721118706837,31.340660000000003
2025-08-29 07:45:00,33.66,9.81,7.86,29405.0,39.3,7.13,2899.0,14.6,18.4,26.56,7,4,0,31.91,15.18,28.733999999999998,27.57824276427836,26.456759999999996
2025-08-29 07:48:00,41.4,9.1,7.33,29530.0,37.8,7.17,2797.0,13.2,13.9,29.42,7,4,0,26.56,24.79,25.572,29.366204013178574,30.3462
2025-08-29 07:51:00,38.65,10.68,8.12,31551.0,39.4,6.89,2771.0,18.8,13.9,20.79,7,4,0,29.42,31.91,26.694,23.2359444428891,31.383799999999997
2025-08-29 07:54:00,39.52,9.67,7.64,28667.0,38.4,6.79,2729.0,17.0,19.5,29.87,7,4,0,20.79,26.56,27.71,24.440280240833907,30.19328
2025-08-29 07:57:00,42.12,9.46,7.13,28797.0,38.6,7.01,2568.0,15.7,19.9,29.13,7,4,0,29.87,29.42,27.154000000000003,31.513578583187485,30.031559999999995
2025-08-29 08:00:00,37.43,10.87,6.68,29048.0,38.4,6.63,2744.0,15.7,25.5,18.7,8,4,0,29.13,20.79,25.582,29.333030235939837,25.00324
2025-08-29 08:03:00,41.45,11.82,8.27,32317.0,38.2,7.01,3187.0,14.9,15.6,36.74,8,4,0,18.7,29.87,27.046000000000003,19.982786422562942,34.27915
2025-08-29 08:06:00,34.47,11.42,8.21,31612.0,38.4,6.74,2574.0,11.2,17.3,16.16,8,4,0,36.74,29.13,26.120000000000005,26.16144494818272,28.299870000000006
2025-08-29 08:09:00,28.76,8.77,6.49,27980.0,39.3,6.88,2317.0,15.6,14.2,14.53,8,4,0,16.16,18.7,23.052,25.001679977019087,18.665240000000004
2025-08-29 08:12:00,33.34,8.92,6.54,27292.0,39.3,7.0,2672.0,14.2,8.1,10.0,8,4,0,14.53,36.74,19.226,27.479359332576287,21.804360000000003
2025-08-29 08:15:00,35.55,9.6,7.57,31666.0,39.2,6.89,2599.0,15.8,23.1,25.79,8,4,0,10.0,16.16,20.644,22.765063697544832,26.91135
2025-08-29 08:18:00,29.24,8.57,5.51,25293.0,38.6,6.8,2754.0,15.3,21.1,17.79,8,4,0,25.79,14.53,16.854,22.481174883877983,16.11124
2025-08-29 08:21:00,35.73,8.05,6.12,28004.0,38.9,7.13,2585.0,15.9,14.8,14.33,8,4,0,17.79,10.0,16.488,22.97178785411917,21.86676
2025-08-29 08:24:00,28.55,7.55,5.45,25997.0,38.8,6.79,2818.0,18.4,17.4,15.96,8,4,0,14.33,25.79,16.774,23.2842143614047,15.55975
2025-08-29 08:27:00,37.82,9.15,6.43,26760.0,38.6,7.29,2951.0,16.4,14.3,22.2,8,4,0,15.96,17.79,19.214,27.445972500427043,24.31826
2025-08-29 08:30:00,32.09,7.86,6.4,26146.0,39.2,7.23,2812.0,13.5,10.2,10.0,8,4,0,22.2,14.33,16.056,21.45639648055336,20.5376
2025-08-29 08:33:00,27.97,9.24,6.28,28764.0,38.7,6.86,2872.0,19.3,8.8,11.11,8,4,0,10.0,15.96,14.719999999999999,23.132158300122043,17.565160000000002
2025-08-29 08:36:00,27.28,9.64,6.84,29109.0,38.5,7.0,2728.0,17.0,9.5,13.31,8,4,0,11.11,22.2,14.516,19.632962828495675,18.65952
2025-08-29 08:39:00,18.16,8.55,6.37,27979.0,38.9,7.18,2819.0,17.1,7.1,10.0,8,4,0,13.31,10.0,13.324000000000002,28.02135347023712,11.56792
2025-08-29 08:42:00,21.08,9.2,7.69,32620.0,39.1,7.1,2587.0,14.6,8.7,10.0,8,4,0,10.0,11.11,10.884,28.81309029829342,16.21052
2025-08-29 08:45:00,27.31,9.86,7.87,28912.0,38.6,6.78,2133.0,15.9,20.5,28.02,8,4,0,10.0,13.31,14.488,24.01877970740864,21.49297
2025-08-29 08:48:00,20.9,9.54,6.93,28762.0,40.1,6.7,2653.0,20.1,13.2,10.0,8,4,0,28.02,10.0,14.266,24.10615190556033,14.483699999999999
2025-08-29 08:51:00,23.85,10.07,7.49,28801.0,38.7,7.08,2434.0,19.2,10.5,11.02,8,4,0,10.0,10.0,13.807999999999998,26.35966570684869,17.863650000000003
2025-08-29 08:54:00,24.43,10.6,6.82,31769.0,39.3,7.04,3011.0,16.1,17.1,19.34,8,4,0,11.02,28.02,15.675999999999998,29.42344602213477,16.661260000000002
2025-08-29 08:57:00,33.55,9.47,7.04,30085.0,39.9,7.04,2765.0,16.2,20.6,16.76,8,4,0,19.34,10.0,17.028,26.22583224269175,23.619199999999996
2025-08-29 09:00:00,23.08,9.56,6.71,27033.0,38.1,7.17,2729.0,18.8,17.6,18.48,9,4,0,16.76,11.02,15.12,22.907374172574656,15.48668
2025-08-29 09:03:00,29.57,8.88,6.97,30129.0,38.7,7.09,2790.0,15.4,14.2,12.39,9,4,0,18.48,19.34,15.598000000000003,20.143532284040678,20.61029
2025-08-29 09:06:00,24.69,9.09,6.46,27607.0,37.5,7.04,3062.0,17.3,14.1,16.35,9,4,0,12.39,16.76,16.664,21.654621212009538,15.949739999999998
2025-08-29 09:09:00,27.95,8.69,6.08,26401.0,38.9,6.87,2853.0,17.1,13.7,10.0,9,4,0,16.35,18.48,14.796000000000001,25.219658350937394,16.9936
2025-08-29 09:12:00,32.71,8.4,6.32,27922.0,39.1,6.74,2621.0,19.6,25.9,10.35,9,4,0,10.0,12.39,13.514,23.03401743039762,20.672719999999998
2025-08-29 09:15:00,27.14,9.55,6.63,29046.0,38.8,7.11,3018.0,23.2,17.0,13.92,9,4,0,10.35,16.35,12.602,25.584903117972274,17.99382
2025-08-29 09:18:00,31.19,7.79,5.57,25735.0,38.2,7.03,2640.0,17.9,19.8,10.73,9,4,0,13.92,10.0,12.27,23.341227951291298,17.37283
2025-08-29 09:21:00,28.04,10.53,7.75,29726.0,38.8,6.9,2754.0,18.4,19.3,18.52,9,4,0,10.73,10.35,12.703999999999999,21.825560706116764,21.730999999999998
2025-08-29 09:24:00,35.36,9.66,7.38,29171.0,37.2,6.97,2841.0,16.5,16.0,28.37,9,4,0,18.52,13.92,16.378,21.468905105640786,26.095679999999998
2025-08-29 09:27:00,29.27,10.52,8.0,30712.0,38.2,7.03,2764.0,19.5,7.8,10.87,9,4,0,28.37,10.73,16.482000000000003,29.687063528119687,23.416
2025-08-29 09:30:00,33.0,8.43,6.11,27068.0,38.2,7.29,2816.0,19.4,13.1,28.51,9,4,0,10.87,18.52,19.4,27.666963247550928,20.163
2025-08-29 09:33:00,35.65,10.15,8.1,32809.0,38.0,6.92,2534.0,20.9,9.1,40.24,9,4,0,28.51,28.37,25.302,30.191553855483875,28.876499999999997
2025-08-29 09:36:00,33.82,10.33,7.58,30758.0,38.1,6.97,2385.0,19.0,7.4,18.68,9,4,0,40.24,10.87,25.334000000000003,26.61985270226531,25.635559999999995
2025-08-29 09:39:00,38.59,7.29,5.75,24094.0,38.4,7.0,2756.0,20.0,9.1,21.97,9,4,0,18.68,28.51,24.054000000000002,23.710025774155483,22.18925
2025-08-29 09:42:00,44.65,10.95,8.45,31926.0,38.8,7.12,3005.0,17.6,5.0,30.13,9,4,0,21.97,40.24,27.906,28.970022767469814,37.72925
2025-08-29 09:45:00,47.45,9.02,7.07,29813.0,37.3,6.81,2636.0,15.9,14.1,43.17,9,4,0,30.13,18.68,30.838,24.900795995914695,33.54715000000001
2025-08-29 09:48:00,44.08,10.43,7.17,28720.0,38.2,6.94,2797.0,22.2,16.6,31.9,9,4,0,43.17,21.97,29.169999999999998,25.662525310871057,31.605359999999997
2025-08-29 09:51:00,38.97,11.53,7.97,31790.0,38.7,6.95,2924.0,19.4,13.4,29.19,9,4,0,31.9,30.13,31.272,24.871526862773443,31.059089999999998
2025-08-29 09:54:00,42.79,12.23,8.19,31562.0,39.4,7.0,2919.0,18.5,25.9,17.92,9,4,0,29.19,43.17,30.462,16.159287342147955,35.04501
2025-08-29 09:57:00,45.66,10.2,7.55,28863.0,38.6,7.07,2467.0,20.8,25.1,28.77,9,4,0,17.92,31.9,30.189999999999998,29.81420503688456,34.473299999999995
2025-08-29 10:00:00,50.95,9.89,7.62,30268.0,37.7,7.1,2606.0,21.7,22.0,56.88,10,4,0,28.77,29.19,32.932,26.47301183787326,38.8239
2025-08-29 10:03:00,52.74,9.43,7.07,30707.0,38.3,6.96,2479.0,21.4,19.4,40.03,10,4,0,56.88,17.92,34.558,25.98946918260553,37.28718
2025-08-29 10:06:00,50.81,10.81,7.87,30671.0,39.0,6.95,2574.0,17.2,8.3,19.17,10,4,0,40.03,28.77,32.554,24.81467181318832,39.98747
2025-08-29 10:09:00,55.96,10.95,8.27,32120.0,38.6,6.88,2297.0,22.3,8.9,48.1,10,4,0,19.17,56.88,38.59,25.49028346115839,46.27892
2025-08-29 10:12:00,56.34,9.86,7.2,30079.0,38.1,7.12,2918.0,25.9,11.0,50.98,10,4,0,48.1,40.03,43.032,23.208163192461257,40.564800000000005
2025-08-29 10:15:00,61.68,10.79,8.86,32308.0,37.8,6.31,2152.0,21.5,19.4,10.0,10,4,0,50.98,19.17,33.656,26.849738056921815,54.64848
2025-08-29 10:18:00,46.25,10.51,8.11,31631.0,38.6,6.79,2452.0,21.8,15.5,43.47,10,4,0,10.0,48.1,34.344,21.078704966802604,37.50875
2025-08-29 10:21:00,57.86,9.23,7.24,26918.0,37.6,6.8,2784.0,18.8,18.3,46.24,10,4,0,43.47,50.98,39.757999999999996,25.55820529741164,41.890640000000005
2025-08-29 10:24:00,53.51,10.0,8.1,30210.0,37.8,7.09,3088.0,17.8,12.0,46.2,10,4,0,46.24,10.0,39.378,26.684720411713315,43.34309999999999
2025-08-29 10:27:00,72.51,12.01,9.29,33020.0,38.3,6.26,2060.0,23.0,19.9,11.04,10,4,0,46.2,43.47,31.390000000000004,24.403992598531293,67.36179
2025-08-29 10:30:00,64.98,10.29,6.53,28219.0,38.5,7.2,2896.0,22.5,18.3,40.66,10,4,0,11.04,46.24,37.522000000000006,26.112603377413073,42.431940000000004
2025-08-29 10:33:00,70.26,10.9,7.87,29635.0,38.2,7.16,2955.0,21.9,5.0,42.8,10,4,0,40.66,46.2,37.388,22.02599682329725,55.294620000000016
2025-08-29 10:36:00,69.52,10.94,7.82,32077.0,38.0,7.09,2974.0,23.0,17.5,60.68,10,4,0,42.8,11.04,40.275999999999996,22.102519687312107,54.36464
2025-08-29 10:39:00,68.4,10.76,8.45,32313.0,38.2,6.89,2498.0,21.4,9.4,48.74,10,4,0,60.68,40.66,40.784000000000006,25.71015136307918,57.798
2025-08-29 10:42:00,71.3,12.37,8.88,33531.0,38.6,7.39,2870.0,22.4,6.1,52.34,10,4,0,48.74,42.8,49.044,27.035648963863153,63.314400000000006
2025-08-29 10:45:00,65.24,9.91,6.68,29468.0,37.7,7.31,2763.0,24.1,24.1,51.52,10,4,0,52.34,60.68,51.215999999999994,19.37540303349487,43.58031999999999
2025-08-29 10:48:00,69.11,11.29,8.77,32396.0,38.7,7.23,2793.0,19.8,12.9,50.77,10,4,0,51.52,48.74,52.81,26.5660619053323,60.60947
2025-08-29 10:51:00,67.26,10.41,7.98,30918.0,38.0,6.85,2977.0,21.3,11.8,61.8,10,4,0,50.77,52.34,53.034000000000006,23.370395498870987,53.67348000000001
2025-08-29 10:54:00,67.26,9.7,6.87,28086.0,37.1,6.97,2779.0,22.8,11.4,48.48,10,4,0,61.8,51.52,52.98199999999999,24.421581738077762,46.207620000000006
2025-08-29 10:57:00,70.69,11.26,9.39,35120.0,37.4,5.7,2263.0,20.5,19.1,16.15,10,4,0,48.48,50.77,45.744,20.981446229304886,66.37790999999999
2025-08-29 11:00:00,68.92,10.53,8.43,32136.0,37.8,7.07,3117.0,24.4,10.7,71.59,11,4,0,16.15,61.8,49.757999999999996,22.445148279439877,58.099560000000004
2025-08-29 11:03:00,75.2,11.5,8.44,30257.0,37.5,7.1,2913.0,21.0,14.9,59.59,11,4,0,71.59,48.48,51.522000000000006,27.898375976590934,63.4688
2025-08-29 11:06:00,76.47,11.45,8.52,32856.0,37.3,6.68,2593.0,23.0,22.8,81.94,11,4,0,59.59,16.15,55.55,25.09859012194064,65.15244000000001
2025-08-29 11:09:00,79.63,11.01,8.45,32476.0,37.2,6.83,2650.0,21.9,18.4,76.51,11,4,0,81.94,71.59,61.156000000000006,23.851664794871326,67.28734999999999
2025-08-29 11:12:00,72.84,11.88,9.21,33888.0,37.6,7.15,3108.0,24.8,15.8,89.04,11,4,0,76.51,59.59,75.73400000000001,24.650534942106894,67.08564000000001
2025-08-29 11:15:00,74.87,11.12,8.43,32624.0,36.7,7.06,2839.0,25.0,13.8,77.77,11,4,0,89.04,81.94,76.97,26.467635473992903,63.11540999999999
2025-08-29 11:18:00,69.05,12.15,8.74,34202.0,38.5,6.85,2578.0,20.1,11.5,55.33,11,4,0,77.77,76.51,76.118,26.321483488490014,60.34969999999999
2025-08-29 11:21:00,79.56,11.96,9.12,32867.0,38.4,6.8,2592.0,23.2,19.0,66.47,11,4,0,55.33,89.04,73.024,24.774918998809596,72.55872
2025-08-29 11:24:00,78.19,12.88,9.45,33278.0,37.0,6.83,2238.0,24.9,20.2,85.06,11,4,0,66.47,77.77,74.734,28.278877332690005,73.88955
2025-08-29 11:27:00,71.64,12.59,8.72,31076.0,37.9,7.0,2705.0,22.2,15.9,80.2,11,4,0,85.06,55.33,72.96600000000001,27.91138791072,62.47008000000001
2025-08-29 11:30:00,76.37,11.5,9.16,33801.0,37.7,7.12,2590.0,24.8,10.1,74.74,11,4,0,80.2,66.47,72.35999999999999,26.240116087391186,69.95492
2025-08-29 11:33:00,68.8,12.18,9.21,35157.0,37.4,7.08,2749.0,23.5,27.1,101.06,11,4,0,74.74,85.06,81.506,25.16383534873021,63.3648
2025-08-29 11:36:00,66.45,10.76,8.62,34324.0,36.7,6.62,2779.0,26.3,15.0,73.25,11,4,0,101.06,80.2,82.862,26.97196328535862,57.2799
2025-08-29 11:39:00,77.68,11.64,9.05,35322.0,37.6,6.82,2479.0,23.5,10.0,76.65,11,4,0,73.25,74.74,81.18,25.94280226540355,70.30040000000001
2025-08-29 11:42:00,76.07,11.57,8.7,30949.0,37.4,6.99,2736.0,22.9,25.1,82.89,11,4,0,76.65,101.06,81.71799999999999,28.182400215417843,66.18089999999998
2025-08-29 11:45:00,65.39,12.11,9.83,34800.0,37.7,7.07,3003.0,23.2,8.4,78.76,11,4,0,82.89,73.25,82.522,27.69868413021492,64.27837
2025-08-29 11:48:00,65.88,11.23,9.12,32778.0,37.5,7.01,2701.0,26.4,17.5,85.74,11,4,0,78.76,76.65,79.458,21.945238295746815,60.082559999999994
2025-08-29 11:51:00,69.76,10.93,8.09,30517.0,37.4,7.27,2509.0,25.8,11.8,58.16,11,4,0,85.74,82.89,76.44,21.74211048777488,56.435840000000006
2025-08-29 11:54:00,64.54,11.04,7.95,28690.0,38.0,7.25,2836.0,28.9,16.3,68.98,11,4,0,58.16,78.76,74.90599999999999,22.896251366787773,51.3093
2025-08-29 11:57:00,73.43,12.09,9.52,34661.0,36.9,7.01,3036.0,26.1,12.8,86.77,11,4,0,68.98,85.74,75.682,27.928416070200765,69.90536000000002
2025-08-29 12:00:00,66.77,11.8,8.97,33246.0,37.8,7.21,3230.0,27.0,14.5,71.55,12,4,0,86.77,58.16,74.23999999999998,20.271073009686262,59.89269
2025-08-29 12:03:00,58.99,11.88,8.54,31067.0,36.6,6.86,2684.0,26.6,10.5,76.21,12,4,0,71.55,68.98,72.334,26.18427216732398,50.37745999999999
2025-08-29 12:06:00,65.08,12.28,8.81,33473.0,36.5,7.18,2555.0,27.1,10.9,74.0,12,4,0,76.21,86.77,75.502,26.087629273278885,57.335480000000004
2025-08-29 12:09:00,56.0,11.5,7.75,31115.0,37.5,7.11,2664.0,26.0,16.3,60.64,12,4,0,74.0,71.55,73.83399999999999,28.487944176058576,43.4
2025-08-29 12:12:00,54.53,8.76,6.73,26887.0,37.0,6.95,2858.0,24.3,12.7,47.45,12,4,0,60.64,76.21,65.97,25.541016071991663,36.698690000000006
2025-08-29 12:15:00,54.5,10.85,8.77,31724.0,37.2,7.06,2578.0,24.5,14.8,69.45,12,4,0,47.45,74.0,65.55,20.970371828248297,47.796499999999995
2025-08-29 12:18:00,58.14,12.34,9.92,33530.0,37.3,7.27,3097.0,29.0,19.8,101.47,12,4,0,69.45,60.64,70.602,22.12193511805563,57.674879999999995
2025-08-29 12:21:00,63.04,12.91,10.82,36151.0,36.3,6.89,2768.0,20.8,18.1,106.07,12,4,0,101.47,47.45,77.01599999999999,21.454013434306525,68.20927999999999
2025-08-29 12:24:00,50.3,10.64,9.02,32531.0,36.5,7.3,2898.0,22.4,20.6,73.94,12,4,0,106.07,69.45,79.676,23.386168101000578,45.370599999999996
2025-08-29 12:27:00,45.07,11.12,8.57,31109.0,36.4,7.07,3185.0,23.9,13.3,54.45,12,4,0,73.94,101.47,81.076,24.45129529772822,38.624990000000004
2025-08-29 12:30:00,57.77,11.74,9.05,33564.0,37.0,7.11,2585.0,24.4,6.7,75.84,12,4,0,54.45,106.07,82.354,21.50367542133683,52.28185000000001
2025-08-29 12:33:00,49.12,11.22,7.44,30994.0,36.6,6.97,2509.0,26.2,18.1,52.44,12,4,0,75.84,73.94,72.548,29.411985971956867,36.545280000000005
2025-08-29 12:36:00,51.22,9.93,7.57,30966.0,37.0,7.09,2759.0,24.0,16.7,59.29,12,4,0,52.44,54.45,63.19199999999999,21.024155884142676,38.773540000000004
2025-08-29 12:39:00,41.8,9.91,7.11,28510.0,36.1,6.95,2676.0,24.5,14.7,39.6,12,4,0,59.29,75.84,56.324,29.03831027158744,29.719799999999996
2025-08-29 12:42:00,47.91,9.75,6.72,27404.0,36.8,6.93,2989.0,22.7,13.1,41.1,12,4,0,39.6,52.44,53.65400000000001,28.55548909431802,32.195519999999995
2025-08-29 12:45:00,46.37,9.94,6.5,27851.0,37.7,7.06,2815.0,30.3,16.7,37.27,12,4,0,41.1,59.29,45.94,27.694907649067105,30.140499999999996
2025-08-29 12:48:00,39.95,8.22,6.13,26433.0,37.5,6.89,2458.0,20.3,17.7,37.15,12,4,0,37.27,39.6,42.882,22.91870017750975,24.489350000000005
2025-08-29 12:51:00,44.58,10.91,7.96,31720.0,37.6,7.03,2708.0,26.6,14.8,46.47,12,4,0,37.15,41.1,40.318,26.027352637530704,35.485679999999995
2025-08-29 12:54:00,37.21,11.56,9.39,33727.0,37.5,6.93,2608.0,20.9,12.5,51.8,12,4,0,46.47,37.27,42.757999999999996,21.167886599348147,34.94019
2025-08-29 12:57:00,37.38,8.61,6.31,30303.0,36.4,7.13,3111.0,22.5,16.1,26.9,12,4,0,51.8,37.15,39.918,27.73272110510125,23.586779999999997
2025-08-29 13:00:00,31.89,8.76,6.3,27065.0,36.2,7.17,2847.0,25.6,13.2,19.11,13,4,0,26.9,46.47,36.286,24.778045655391193,20.090700000000002
2025-08-29 13:03:00,30.9,10.74,8.12,30390.0,36.7,7.09,2576.0,26.1,17.0,36.41,13,4,0,19.11,51.8,36.138,23.772039356239944,25.090799999999994
2025-08-29 13:06:00,28.15,8.52,6.62,29466.0,36.2,7.09,2653.0,24.1,19.1,25.61,13,4,0,36.41,26.9,31.965999999999998,21.328765460031192,18.635299999999997
2025-08-29 13:09:00,27.91,8.66,6.47,28824.0,37.3,6.96,2180.0,23.6,12.4,30.51,13,4,0,25.61,19.11,27.708,17.567481644112952,18.05777
2025-08-29 13:12:00,28.2,9.79,7.41,27697.0,36.9,7.04,2641.0,24.5,15.3,25.41,13,4,0,30.51,36.41,27.410000000000004,21.884377428892734,20.8962
2025-08-29 13:15:00,35.13,9.54,6.41,27524.0,36.6,6.82,2577.0,22.2,12.7,33.53,13,4,0,25.41,25.61,30.294,28.33839458683872,22.518330000000006
2025-08-29 13:18:00,25.54,9.64,6.87,29507.0,36.8,7.37,2807.0,24.0,22.7,27.28,13,4,0,33.53,30.51,28.468,23.791499714575586,17.54598
2025-08-29 13:21:00,23.88,7.99,6.19,27584.0,36.8,6.71,2778.0,23.4,10.6,22.63,13,4,0,27.28,25.41,27.872000000000003,24.492013428654857,14.78172
2025-08-29 13:24:00,31.04,11.02,7.94,30642.0,35.7,6.92,2617.0,21.9,9.5,28.56,13,4,0,22.63,33.53,27.482,26.96666307486536,24.64576
2025-08-29 13:27:00,25.74,9.77,6.52,28056.0,37.5,6.93,2806.0,27.2,10.3,30.44,13,4,0,28.56,27.28,28.488,30.417006634348795,16.78248
2025-08-29 13:30:00,30.13,9.27,7.48,28851.0,36.1,6.88,2522.0,20.3,16.1,35.72,13,4,0,30.44,22.63,28.926,28.975013964836915,22.53724
2025-08-29 13:33:00,24.7,7.38,5.83,25028.0,35.9,6.95,2908.0,24.2,21.3,12.55,13,4,0,35.72,28.56,25.98,22.082994988551437,14.4001
2025-08-29 13:36:00,27.38,9.57,7.3,30878.0,36.8,7.06,2872.0,24.9,15.9,26.17,13,4,0,12.55,30.44,26.688,19.17228828568778,19.9874
2025-08-29 13:39:00,19.27,8.87,6.72,27752.0,36.7,7.42,3010.0,21.3,16.7,15.41,13,4,0,26.17,35.72,24.058,32.07884277730031,12.94944
2025-08-29 13:42:00,14.72,7.88,5.74,28375.0,36.8,6.73,2243.0,25.7,17.1,14.28,13,4,0,15.41,12.55,20.826,31.806974834978362,8.44928
2025-08-29 13:45:00,13.38,8.34,6.74,27954.0,35.9,6.87,2382.0,17.9,12.7,12.05,13,4,0,14.28,26.17,16.092000000000002,25.565360789287848,9.01812
2025-08-29 13:48:00,30.26,9.05,6.6,29356.0,35.5,6.92,2778.0,27.3,14.9,21.81,13,4,0,12.05,15.41,17.944,21.188535263254536,19.971600000000002
2025-08-29 13:51:00,18.67,8.62,6.54,28123.0,37.3,7.1,2607.0,22.9,18.1,17.76,13,4,0,21.81,14.28,16.262,27.889679601681816,12.210180000000001
2025-08-29 13:54:00,21.73,9.31,7.32,27581.0,37.1,6.93,2404.0,25.9,12.7,20.06,13,4,0,17.76,12.05,17.192,24.67604894196217,15.90636
2025-08-29 13:57:00,19.67,7.2,5.81,27914.0,36.4,6.86,2746.0,22.4,14.5,11.94,13,4,0,20.06,21.81,16.724,24.661056630680168,11.42827
2025-08-29 14:00:00,18.46,9.24,7.74,30508.0,36.1,7.14,3112.0,21.8,24.9,23.11,14,4,0,11.94,17.76,18.936,27.68337652931539,14.28804
2025-08-29 14:03:00,34.71,9.23,6.79,28847.0,36.1,7.25,2482.0,20.6,14.1,29.3,14,4,0,23.11,20.06,20.434,26.003124240619897,23.56809
2025-08-29 14:06:00,26.92,10.56,6.89,28930.0,35.1,6.38,2421.0,23.5,10.7,10.0,14,4,0,29.3,11.94,18.881999999999998,21.442555266955164,18.54788
2025-08-29 14:09:00,33.13,10.24,7.61,30807.0,35.6,7.17,2850.0,21.9,21.4,38.38,14,4,0,10.0,23.11,22.546,24.025774194754078,25.211930000000002
2025-08-29 14:12:00,30.94,8.4,6.0,25964.0,34.9,7.25,2816.0,20.0,16.9,15.32,14,4,0,38.38,29.3,23.222,26.983458785984038,18.564
2025-08-29 14:15:00,28.64,8.68,6.96,30580.0,35.8,5.54,2120.0,21.6,14.3,10.0,14,4,0,15.32,10.0,20.6,26.530756667215055,19.93344
2025-08-29 14:18:00,21.04,10.37,7.82,30219.0,36.0,6.99,2815.0,22.0,6.3,20.34,14,4,0,10.0,38.38,18.808,25.786049723075426,16.45328
2025-08-29 14:21:00,26.54,10.26,7.57,30924.0,35.7,7.01,2843.0,22.9,11.5,20.51,14,4,0,20.34,15.32,20.910000000000004,27.80026886342759,20.09078
2025-08-29 14:24:00,32.2,8.71,6.9,28434.0,34.5,6.93,2847.0,17.1,16.3,10.0,14,4,0,20.51,10.0,15.234,23.914849036548205,22.218000000000004
2025-08-29 14:27:00,36.98,10.56,7.83,30494.0,35.6,6.73,2537.0,22.0,14.5,31.72,14,4,0,10.0,20.34,18.514,25.536009325657215,28.955339999999996
2025-08-29 14:30:00,30.46,10.13,6.93,29639.0,35.5,6.85,2827.0,19.3,17.6,27.94,14,4,0,31.72,20.51,22.102,14.8732626994672,21.108779999999996
2025-08-29 14:33:00,34.62,10.91,8.45,31200.0,36.7,6.77,2814.0,25.1,13.0,47.37,14,4,0,27.94,10.0,27.508,23.65104941847156,29.253899999999994
2025-08-29 14:36:00,49.27,9.85,6.63,26377.0,36.4,6.62,2747.0,22.3,22.3,43.88,14,4,0,47.37,31.72,32.182,27.291708725726934,32.66601
2025-08-29 14:39:00,42.59,9.41,7.33,29263.0,35.8,7.18,3173.0,24.1,18.7,49.71,14,4,0,43.88,27.94,40.124,23.828816598648572,31.218470000000003
2025-08-29 14:42:00,32.44,9.1,6.49,28699.0,35.5,7.15,2664.0,22.4,20.4,26.3,14,4,0,49.71,47.37,39.040000000000006,23.601317824848664,21.053559999999997
2025-08-29 14:45:00,40.78,7.92,5.86,27254.0,35.8,7.0,2534.0,24.6,8.6,27.09,14,4,0,26.3,43.88,38.870000000000005,21.875641144675544,23.897080000000003
2025-08-29 14:48:00,48.77,9.18,6.97,29883.0,36.0,7.57,3076.0,19.0,18.1,38.74,14,4,0,27.09,49.71,37.144,28.010097678187435,33.992689999999996
2025-08-29 14:51:00,39.94,9.72,6.8,29643.0,37.0,7.05,2902.0,22.6,16.8,40.86,14,4,0,38.74,26.3,36.540000000000006,26.645389820621713,27.159200000000002
2025-08-29 14:54:00,42.44,9.41,7.62,31667.0,35.9,7.01,2988.0,17.8,5.1,37.53,14,4,0,40.86,27.09,34.104,27.476243793469255,32.33928
2025-08-29 14:57:00,44.62,10.52,8.7,31735.0,35.8,5.84,1912.0,18.6,15.1,10.0,14,4,0,37.53,38.74,30.844,19.821358114126333,38.819399999999995
2025-08-29 15:00:00,53.04,13.42,10.13,34418.0,36.3,6.68,2525.0,19.6,11.9,72.94,15,4,0,10.0,40.86,40.013999999999996,24.5186498702031,53.72952
2025-08-29 15:03:00,58.61,8.44,6.87,29081.0,35.0,6.78,2884.0,22.1,11.0,32.91,15,4,0,72.94,37.53,38.848,24.159666976749982,40.26507000000001
2025-08-29 15:06:00,48.45,10.75,8.99,33689.0,36.1,7.16,3184.0,19.7,9.1,58.39,15,4,0,32.91,10.0,42.354,24.15828488020434,43.55655000000001
2025-08-29 15:09:00,64.97,10.23,7.49,30397.0,35.6,6.8,2481.0,19.7,20.9,65.18,15,4,0,58.39,72.94,47.884,23.15191736884613,48.66253
2025-08-29 15:12:00,59.32,9.7,8.23,31434.0,35.2,6.78,2960.0,20.5,22.0,48.32,15,4,0,65.18,32.91,55.548,23.961687184659954,48.82036
2025-08-29 15:15:00,50.66,10.38,8.05,32895.0,35.9,6.14,2113.0,21.7,10.2,13.46,15,4,0,48.32,58.39,43.652,27.548934348119957,40.7813
2025-08-29 15:18:00,57.5,12.47,9.77,34408.0,35.3,6.93,2698.0,19.7,14.1,63.11,15,4,0,13.46,65.18,49.69200000000001,19.261445939956513,56.1775
2025-08-29 15:21:00,54.07,10.73,6.94,28187.0,35.1,6.95,2367.0,16.2,11.5,38.79,15,4,0,63.11,48.32,45.772000000000006,30.33188430409136,37.52458000000001
2025-08-29 15:24:00,59.05,11.13,8.57,32272.0,35.5,6.76,2271.0,21.7,10.8,56.82,15,4,0,38.79,13.46,44.1,26.451523375079383,50.605850000000004
